f_flight_combination,f_departure_airport_code,f_destination_airport_code,f_airline_code,f_currency_code,f_aircraft_code,f_departure_date,f_arrival_date,f_cabin_class,f_trip_type,f_flight_duration,f_total_amount_fare_total
18346,SIN,SAI,SQ,SGD,B737-8,2026-08-04T09:40:00,2026-08-04T11:45:00,ECONOMY,O,125,151.09
18347,SAI,SIN,SQ,KHR,B737-8,2026-08-04T13:10:00,2026-08-04T15:25:00,ECONOMY,O,135,508319.98
18348,SIN,SAI,SQ,SGD,B737-8,2026-08-05T09:40:00,2026-08-05T11:45:00,ECONOMY,O,125,155.04
18349,SAI,SIN,SQ,KHR,B737-8,2026-08-05T13:10:00,2026-08-05T15:25:00,ECONOMY,O,135,521611.04
18350,SIN,SAI,SQ,SGD,B737-8,2026-08-06T09:40:00,2026-08-06T11:45:00,ECONOMY,O,125,154.43
18351,SAI,SIN,SQ,KHR,B737-8,2026-08-06T13:10:00,2026-08-06T15:25:00,ECONOMY,O,135,519585.74
18352,SIN,SAI,SQ,SGD,B737-8,2026-08-07T09:40:00,2026-08-07T11:45:00,ECONOMY,O,125,158.38
18353,SAI,SIN,SQ,KHR,B737-8,2026-08-07T13:10:00,2026-08-07T15:25:00,ECONOMY,O,135,532876.80
18354,SIN,SAI,SQ,SGD,B737-8,2026-08-08T09:40:00,2026-08-08T11:45:00,ECONOMY,O,125,165.38
18355,SAI,SIN,SQ,KHR,B737-8,2026-08-08T13:10:00,2026-08-08T15:25:00,ECONOMY,O,135,556389.33
18356,SIN,SAI,SQ,SGD,B737-8,2026-08-09T09:40:00,2026-08-09T11:45:00,ECONOMY,O,125,163.25
18357,SAI,SIN,SQ,KHR,B737-8,2026-08-09T13:10:00,2026-08-09T15:25:00,ECONOMY,O,135,549237.47
18358,SIN,SAI,SQ,SGD,B737-8,2026-08-10T09:40:00,2026-08-10T11:45:00,ECONOMY,O,125,142.27
18359,SAI,SIN,SQ,KHR,B737-8,2026-08-10T13:10:00,2026-08-10T15:25:00,ECONOMY,O,135,478668.24
18360,SIN,SAI,SQ,SGD,B737-8,2026-08-11T09:40:00,2026-08-11T11:45:00,ECONOMY,O,125,149.26
18361,SAI,SIN,SQ,KHR,B737-8,2026-08-11T13:10:00,2026-08-11T15:25:00,ECONOMY,O,135,502180.77
18362,SIN,SAI,SQ,SGD,B737-8,2026-08-12T09:40:00,2026-08-12T11:45:00,ECONOMY,O,125,153.22
18363,SAI,SIN,SQ,KHR,B737-8,2026-08-12T13:10:00,2026-08-12T15:25:00,ECONOMY,O,135,515471.83
18364,SIN,SAI,SQ,SGD,B737-8,2026-08-13T09:40:00,2026-08-13T11:45:00,ECONOMY,O,125,152.61
18365,SAI,SIN,SQ,KHR,B737-8,2026-08-13T13:10:00,2026-08-13T15:25:00,ECONOMY,O,135,513446.53
18366,SIN,SAI,SQ,SGD,B737-8,2026-08-14T09:40:00,2026-08-14T11:45:00,ECONOMY,O,125,156.56
18367,SAI,SIN,SQ,KHR,B737-8,2026-08-14T13:10:00,2026-08-14T15:25:00,ECONOMY,O,135,526737.60
18368,SIN,SAI,SQ,SGD,B737-8,2026-08-15T09:40:00,2026-08-15T11:45:00,ECONOMY,O,125,163.55
18369,SAI,SIN,SQ,KHR,B737-8,2026-08-15T13:10:00,2026-08-15T15:25:00,ECONOMY,O,135,550250.12
18370,SIN,SAI,SQ,SGD,B737-8,2026-08-16T09:40:00,2026-08-16T11:45:00,ECONOMY,O,125,161.42
18371,SAI,SIN,SQ,KHR,B737-8,2026-08-16T13:10:00,2026-08-16T15:25:00,ECONOMY,O,135,543098.26
18372,SIN,SAI,SQ,SGD,B737-8,2026-08-17T09:40:00,2026-08-17T11:45:00,ECONOMY,O,125,148.66
18373,SAI,SIN,SQ,KHR,B737-8,2026-08-17T13:10:00,2026-08-17T15:25:00,ECONOMY,O,135,500123.82
18374,SIN,SAI,SQ,SGD,B737-8,2026-08-18T09:40:00,2026-08-18T11:45:00,ECONOMY,O,125,155.65
18375,SAI,SIN,SQ,KHR,B737-8,2026-08-18T13:10:00,2026-08-18T15:25:00,ECONOMY,O,135,523667.99
18376,SIN,SAI,SQ,SGD,B737-8,2026-08-19T09:40:00,2026-08-19T11:45:00,ECONOMY,O,125,151.39
18377,SAI,SIN,SQ,KHR,B737-8,2026-08-19T13:10:00,2026-08-19T15:25:00,ECONOMY,O,135,509332.63
18378,SIN,SAI,SQ,SGD,B737-8,2026-08-20T09:40:00,2026-08-20T11:45:00,ECONOMY,O,125,150.78
18379,SAI,SIN,SQ,KHR,B737-8,2026-08-20T13:10:00,2026-08-20T15:25:00,ECONOMY,O,135,507307.32
18380,SIN,SAI,SQ,SGD,B737-8,2026-08-21T09:40:00,2026-08-21T11:45:00,ECONOMY,O,125,154.74
18381,SAI,SIN,SQ,KHR,B737-8,2026-08-21T13:10:00,2026-08-21T15:25:00,ECONOMY,O,135,520598.39
18382,SIN,SAI,SQ,SGD,B737-8,2026-08-22T09:40:00,2026-08-22T11:45:00,ECONOMY,O,125,161.73
18383,SAI,SIN,SQ,KHR,B737-8,2026-08-22T13:10:00,2026-08-22T15:25:00,ECONOMY,O,135,544110.92
18384,SIN,SAI,SQ,SGD,B737-8,2026-08-23T09:40:00,2026-08-23T11:45:00,ECONOMY,O,125,159.60
18385,SAI,SIN,SQ,KHR,B737-8,2026-08-23T13:10:00,2026-08-23T15:25:00,ECONOMY,O,135,536959.06
18386,SIN,SAI,SQ,SGD,B737-8,2026-08-24T09:40:00,2026-08-24T11:45:00,ECONOMY,O,125,146.83
18387,SAI,SIN,SQ,KHR,B737-8,2026-08-24T13:10:00,2026-08-24T15:25:00,ECONOMY,O,135,494016.26
18388,SIN,SAI,SQ,SGD,B737-8,2026-08-25T09:40:00,2026-08-25T11:45:00,ECONOMY,O,125,153.82
18389,SAI,SIN,SQ,KHR,B737-8,2026-08-25T13:10:00,2026-08-25T15:25:00,ECONOMY,O,135,517528.79
18390,SIN,SAI,SQ,SGD,B737-8,2026-08-26T09:40:00,2026-08-26T11:45:00,ECONOMY,O,125,157.78
18391,SAI,SIN,SQ,KHR,B737-8,2026-08-26T13:10:00,2026-08-26T15:25:00,ECONOMY,O,135,530819.85
18392,SIN,SAI,SQ,SGD,B737-8,2026-08-27T09:40:00,2026-08-27T11:45:00,ECONOMY,O,125,157.17
18393,SAI,SIN,SQ,KHR,B737-8,2026-08-27T13:10:00,2026-08-27T15:25:00,ECONOMY,O,135,528762.90
18394,SIN,SAI,SQ,SGD,B737-8,2026-08-28T09:40:00,2026-08-28T11:45:00,ECONOMY,O,125,152.91
18395,SAI,SIN,SQ,KHR,B737-8,2026-08-28T13:10:00,2026-08-28T15:25:00,ECONOMY,O,135,514459.18
18396,SIN,SAI,SQ,SGD,B737-8,2026-08-29T09:40:00,2026-08-29T11:45:00,ECONOMY,O,125,159.90
18397,SAI,SIN,SQ,KHR,B737-8,2026-08-29T13:10:00,2026-08-29T15:25:00,ECONOMY,O,135,537971.71
18398,SIN,AOR,SQ,SGD,B737-8,2026-05-30T12:20:00,2026-05-30T13:55:00,ECONOMY,O,95,123.43
18399,AOR,SIN,SQ,MYR,B737-8,2026-05-30T15:20:00,2026-05-30T17:00:00,ECONOMY,O,100,408.02
18400,SIN,AOR,SQ,SGD,B737-8,2026-05-31T12:20:00,2026-05-31T13:55:00,ECONOMY,O,95,121.78
18401,AOR,SIN,SQ,MYR,B737-8,2026-05-31T15:20:00,2026-05-31T17:00:00,ECONOMY,O,100,402.56
18402,SIN,AOR,SQ,SGD,B737-8,2026-06-01T12:20:00,2026-06-01T13:55:00,ECONOMY,O,95,111.86
18403,AOR,SIN,SQ,MYR,B737-8,2026-06-01T15:20:00,2026-06-01T17:00:00,ECONOMY,O,100,369.80
18404,SIN,AOR,SQ,SGD,B737-8,2026-06-02T12:20:00,2026-06-02T13:55:00,ECONOMY,O,95,117.29
18405,AOR,SIN,SQ,MYR,B737-8,2026-06-02T15:20:00,2026-06-02T17:00:00,ECONOMY,O,100,387.74
18406,SIN,AOR,SQ,SGD,B737-8,2026-06-03T12:20:00,2026-06-03T13:55:00,ECONOMY,O,95,120.36
18407,AOR,SIN,SQ,MYR,B737-8,2026-06-03T15:20:00,2026-06-03T17:00:00,ECONOMY,O,100,397.86
18408,SIN,AOR,SQ,SGD,B737-8,2026-06-04T12:20:00,2026-06-04T13:55:00,ECONOMY,O,95,119.89
18409,AOR,SIN,SQ,MYR,B737-8,2026-06-04T15:20:00,2026-06-04T17:00:00,ECONOMY,O,100,396.30
18410,SIN,AOR,SQ,SGD,B737-8,2026-06-05T12:20:00,2026-06-05T13:55:00,ECONOMY,O,95,122.96
18411,AOR,SIN,SQ,MYR,B737-8,2026-06-05T15:20:00,2026-06-05T17:00:00,ECONOMY,O,100,406.46
18412,SIN,AOR,SQ,SGD,B737-8,2026-06-06T12:20:00,2026-06-06T13:55:00,ECONOMY,O,95,128.38
18413,AOR,SIN,SQ,MYR,B737-8,2026-06-06T15:20:00,2026-06-06T17:00:00,ECONOMY,O,100,424.40
18414,SIN,AOR,SQ,SGD,B737-8,2026-06-07T12:20:00,2026-06-07T13:55:00,ECONOMY,O,95,126.73
18415,AOR,SIN,SQ,MYR,B737-8,2026-06-07T15:20:00,2026-06-07T17:00:00,ECONOMY,O,100,418.95
18416,SIN,AOR,SQ,SGD,B737-8,2026-06-08T12:20:00,2026-06-08T13:55:00,ECONOMY,O,95,110.45
18417,AOR,SIN,SQ,MYR,B737-8,2026-06-08T15:20:00,2026-06-08T17:00:00,ECONOMY,O,100,365.10
18418,SIN,AOR,SQ,SGD,B737-8,2026-06-09T12:20:00,2026-06-09T13:55:00,ECONOMY,O,95,115.88
18419,AOR,SIN,SQ,MYR,B737-8,2026-06-09T15:20:00,2026-06-09T17:00:00,ECONOMY,O,100,383.07
18420,SIN,AOR,SQ,SGD,B737-8,2026-06-10T12:20:00,2026-06-10T13:55:00,ECONOMY,O,95,118.94
18421,AOR,SIN,SQ,MYR,B737-8,2026-06-10T15:20:00,2026-06-10T17:00:00,ECONOMY,O,100,393.19
18422,SIN,AOR,SQ,SGD,B737-8,2026-06-11T12:20:00,2026-06-11T13:55:00,ECONOMY,O,95,118.47
18423,AOR,SIN,SQ,MYR,B737-8,2026-06-11T15:20:00,2026-06-11T17:00:00,ECONOMY,O,100,391.63
18424,SIN,AOR,SQ,SGD,B737-8,2026-06-12T12:20:00,2026-06-12T13:55:00,ECONOMY,O,95,121.54
18425,AOR,SIN,SQ,MYR,B737-8,2026-06-12T15:20:00,2026-06-12T17:00:00,ECONOMY,O,100,401.79
18426,SIN,AOR,SQ,SGD,B737-8,2026-06-13T12:20:00,2026-06-13T13:55:00,ECONOMY,O,95,126.97
18427,AOR,SIN,SQ,MYR,B737-8,2026-06-13T15:20:00,2026-06-13T17:00:00,ECONOMY,O,100,419.73
18428,SIN,AOR,SQ,SGD,B737-8,2026-06-14T12:20:00,2026-06-14T13:55:00,ECONOMY,O,95,125.32
18429,AOR,SIN,SQ,MYR,B737-8,2026-06-14T15:20:00,2026-06-14T17:00:00,ECONOMY,O,100,414.24
18430,SIN,AOR,SQ,SGD,B737-8,2026-06-15T12:20:00,2026-06-15T13:55:00,ECONOMY,O,95,115.40
18431,AOR,SIN,SQ,MYR,B737-8,2026-06-15T15:20:00,2026-06-15T17:00:00,ECONOMY,O,100,381.48
18432,SIN,AOR,SQ,SGD,B737-8,2026-06-16T12:20:00,2026-06-16T13:55:00,ECONOMY,O,95,120.83
18433,AOR,SIN,SQ,MYR,B737-8,2026-06-16T15:20:00,2026-06-16T17:00:00,ECONOMY,O,100,399.45
18434,SIN,AOR,SQ,SGD,B737-8,2026-06-17T12:20:00,2026-06-17T13:55:00,ECONOMY,O,95,117.53
18435,AOR,SIN,SQ,MYR,B737-8,2026-06-17T15:20:00,2026-06-17T17:00:00,ECONOMY,O,100,388.52
18436,SIN,AOR,SQ,SGD,B737-8,2026-06-18T12:20:00,2026-06-18T13:55:00,ECONOMY,O,95,117.06
18437,AOR,SIN,SQ,MYR,B737-8,2026-06-18T15:20:00,2026-06-18T17:00:00,ECONOMY,O,100,386.96
18438,SIN,AOR,SQ,SGD,B737-8,2026-06-19T12:20:00,2026-06-19T13:55:00,ECONOMY,O,95,120.12
18439,AOR,SIN,SQ,MYR,B737-8,2026-06-19T15:20:00,2026-06-19T17:00:00,ECONOMY,O,100,397.08
18440,SIN,AOR,SQ,SGD,B737-8,2026-06-20T12:20:00,2026-06-20T13:55:00,ECONOMY,O,95,125.55
18441,AOR,SIN,SQ,MYR,B737-8,2026-06-20T15:20:00,2026-06-20T17:00:00,ECONOMY,O,100,415.05
18442,SIN,AOR,SQ,SGD,B737-8,2026-06-21T12:20:00,2026-06-21T13:55:00,ECONOMY,O,95,123.90
18443,AOR,SIN,SQ,MYR,B737-8,2026-06-21T15:20:00,2026-06-21T17:00:00,ECONOMY,O,100,409.57
18444,SIN,AOR,SQ,SGD,B737-8,2026-06-22T12:20:00,2026-06-22T13:55:00,ECONOMY,O,95,113.99
18445,AOR,SIN,SQ,MYR,B737-8,2026-06-22T15:20:00,2026-06-22T17:00:00,ECONOMY,O,100,376.81
18446,SIN,AOR,SQ,SGD,B737-8,2026-06-23T12:20:00,2026-06-23T13:55:00,ECONOMY,O,95,119.42
18447,AOR,SIN,SQ,MYR,B737-8,2026-06-23T15:20:00,2026-06-23T17:00:00,ECONOMY,O,100,394.75
18448,SIN,AOR,SQ,SGD,B737-8,2026-06-24T12:20:00,2026-06-24T13:55:00,ECONOMY,O,95,122.48
18449,AOR,SIN,SQ,MYR,B737-8,2026-06-24T15:20:00,2026-06-24T17:00:00,ECONOMY,O,100,404.90
18450,SIN,AOR,SQ,SGD,B737-8,2026-06-25T12:20:00,2026-06-25T13:55:00,ECONOMY,O,95,122.01
18451,AOR,SIN,SQ,MYR,B737-8,2026-06-25T15:20:00,2026-06-25T17:00:00,ECONOMY,O,100,403.34
18452,SIN,AOR,SQ,SGD,B737-8,2026-06-26T12:20:00,2026-06-26T13:55:00,ECONOMY,O,95,118.71
18453,AOR,SIN,SQ,MYR,B737-8,2026-06-26T15:20:00,2026-06-26T17:00:00,ECONOMY,O,100,392.41
18454,SIN,AOR,SQ,SGD,B737-8,2026-06-27T12:20:00,2026-06-27T13:55:00,ECONOMY,O,95,124.14
18455,AOR,SIN,SQ,MYR,B737-8,2026-06-27T15:20:00,2026-06-27T17:00:00,ECONOMY,O,100,410.35
18456,SIN,AOR,SQ,SGD,B737-8,2026-06-28T12:20:00,2026-06-28T13:55:00,ECONOMY,O,95,122.48
18457,AOR,SIN,SQ,MYR,B737-8,2026-06-28T15:20:00,2026-06-28T17:00:00,ECONOMY,O,100,404.90
18458,SIN,AOR,SQ,SGD,B737-8,2026-06-29T12:20:00,2026-06-29T13:55:00,ECONOMY,O,95,112.57
18459,AOR,SIN,SQ,MYR,B737-8,2026-06-29T15:20:00,2026-06-29T17:00:00,ECONOMY,O,100,372.13
18460,SIN,AOR,SQ,SGD,B737-8,2026-06-30T12:20:00,2026-06-30T13:55:00,ECONOMY,O,95,118.00
18461,AOR,SIN,SQ,MYR,B737-8,2026-06-30T15:20:00,2026-06-30T17:00:00,ECONOMY,O,100,390.08
18462,SIN,AOR,SQ,SGD,B737-8,2026-07-01T12:20:00,2026-07-01T13:55:00,ECONOMY,O,95,121.07
18463,AOR,SIN,SQ,MYR,B737-8,2026-07-01T15:20:00,2026-07-01T17:00:00,ECONOMY,O,100,400.23
18464,SIN,AOR,SQ,SGD,B737-8,2026-07-02T12:20:00,2026-07-02T13:55:00,ECONOMY,O,95,120.60
18465,AOR,SIN,SQ,MYR,B737-8,2026-07-02T15:20:00,2026-07-02T17:00:00,ECONOMY,O,100,398.67
18466,SIN,AOR,SQ,SGD,B737-8,2026-07-03T12:20:00,2026-07-03T13:55:00,ECONOMY,O,95,123.66
18467,AOR,SIN,SQ,MYR,B737-8,2026-07-03T15:20:00,2026-07-03T17:00:00,ECONOMY,O,100,408.79
18468,SIN,AOR,SQ,SGD,B737-8,2026-07-04T12:20:00,2026-07-04T13:55:00,ECONOMY,O,95,129.09
18469,AOR,SIN,SQ,MYR,B737-8,2026-07-04T15:20:00,2026-07-04T17:00:00,ECONOMY,O,100,426.73
18470,SIN,AOR,SQ,SGD,B737-8,2026-07-05T12:20:00,2026-07-05T13:55:00,ECONOMY,O,95,121.07
18471,AOR,SIN,SQ,MYR,B737-8,2026-07-05T15:20:00,2026-07-05T17:00:00,ECONOMY,O,100,400.23
18472,SIN,AOR,SQ,SGD,B737-8,2026-07-06T12:20:00,2026-07-06T13:55:00,ECONOMY,O,95,111.16
18473,AOR,SIN,SQ,MYR,B737-8,2026-07-06T15:20:00,2026-07-06T17:00:00,ECONOMY,O,100,367.46
18474,SIN,AOR,SQ,SGD,B737-8,2026-07-07T12:20:00,2026-07-07T13:55:00,ECONOMY,O,95,116.58
18475,AOR,SIN,SQ,MYR,B737-8,2026-07-07T15:20:00,2026-07-07T17:00:00,ECONOMY,O,100,385.40
18476,SIN,AOR,SQ,SGD,B737-8,2026-07-08T12:20:00,2026-07-08T13:55:00,ECONOMY,O,95,119.65
18477,AOR,SIN,SQ,MYR,B737-8,2026-07-08T15:20:00,2026-07-08T17:00:00,ECONOMY,O,100,395.53
18478,SIN,AOR,SQ,SGD,B737-8,2026-07-09T12:20:00,2026-07-09T13:55:00,ECONOMY,O,95,119.18
18479,AOR,SIN,SQ,MYR,B737-8,2026-07-09T15:20:00,2026-07-09T17:00:00,ECONOMY,O,100,393.97
18480,SIN,AOR,SQ,SGD,B737-8,2026-07-10T12:20:00,2026-07-10T13:55:00,ECONOMY,O,95,122.25
18481,AOR,SIN,SQ,MYR,B737-8,2026-07-10T15:20:00,2026-07-10T17:00:00,ECONOMY,O,100,404.12
18482,SIN,AOR,SQ,SGD,B737-8,2026-07-11T12:20:00,2026-07-11T13:55:00,ECONOMY,O,95,127.68
18483,AOR,SIN,SQ,MYR,B737-8,2026-07-11T15:20:00,2026-07-11T17:00:00,ECONOMY,O,100,422.06
18484,SIN,AOR,SQ,SGD,B737-8,2026-07-12T12:20:00,2026-07-12T13:55:00,ECONOMY,O,95,126.02
18485,AOR,SIN,SQ,MYR,B737-8,2026-07-12T15:20:00,2026-07-12T17:00:00,ECONOMY,O,100,416.61
18486,SIN,AOR,SQ,SGD,B737-8,2026-07-13T12:20:00,2026-07-13T13:55:00,ECONOMY,O,95,116.11
18487,AOR,SIN,SQ,MYR,B737-8,2026-07-13T15:20:00,2026-07-13T17:00:00,ECONOMY,O,100,383.85
18488,SIN,AOR,SQ,SGD,B737-8,2026-07-14T12:20:00,2026-07-14T13:55:00,ECONOMY,O,95,115.17
18489,AOR,SIN,SQ,MYR,B737-8,2026-07-14T15:20:00,2026-07-14T17:00:00,ECONOMY,O,100,380.70
18490,SIN,AOR,SQ,SGD,B737-8,2026-07-15T12:20:00,2026-07-15T13:55:00,ECONOMY,O,95,118.24
18491,AOR,SIN,SQ,MYR,B737-8,2026-07-15T15:20:00,2026-07-15T17:00:00,ECONOMY,O,100,390.85
18492,SIN,AOR,SQ,SGD,B737-8,2026-07-16T12:20:00,2026-07-16T13:55:00,ECONOMY,O,95,117.76
18493,AOR,SIN,SQ,MYR,B737-8,2026-07-16T15:20:00,2026-07-16T17:00:00,ECONOMY,O,100,389.30
18494,SIN,AOR,SQ,SGD,B737-8,2026-07-17T12:20:00,2026-07-17T13:55:00,ECONOMY,O,95,120.83
18495,AOR,SIN,SQ,MYR,B737-8,2026-07-17T15:20:00,2026-07-17T17:00:00,ECONOMY,O,100,399.45
18496,SIN,AOR,SQ,SGD,B737-8,2026-07-18T12:20:00,2026-07-18T13:55:00,ECONOMY,O,95,126.26
18497,AOR,SIN,SQ,MYR,B737-8,2026-07-18T15:20:00,2026-07-18T17:00:00,ECONOMY,O,100,417.39
18498,SIN,AOR,SQ,SGD,B737-8,2026-07-19T12:20:00,2026-07-19T13:55:00,ECONOMY,O,95,124.61
18499,AOR,SIN,SQ,MYR,B737-8,2026-07-19T15:20:00,2026-07-19T17:00:00,ECONOMY,O,100,411.91
18500,SIN,AOR,SQ,SGD,B737-8,2026-07-20T12:20:00,2026-07-20T13:55:00,ECONOMY,O,95,114.70
18501,AOR,SIN,SQ,MYR,B737-8,2026-07-20T15:20:00,2026-07-20T17:00:00,ECONOMY,O,100,379.14
18502,SIN,AOR,SQ,SGD,B737-8,2026-07-21T12:20:00,2026-07-21T13:55:00,ECONOMY,O,95,120.12
18503,AOR,SIN,SQ,MYR,B737-8,2026-07-21T15:20:00,2026-07-21T17:00:00,ECONOMY,O,100,397.08
18504,SIN,AOR,SQ,SGD,B737-8,2026-07-22T12:20:00,2026-07-22T13:55:00,ECONOMY,O,95,123.19
18505,AOR,SIN,SQ,MYR,B737-8,2026-07-22T15:20:00,2026-07-22T17:00:00,ECONOMY,O,100,407.24
18506,SIN,AOR,SQ,SGD,B737-8,2026-07-23T12:20:00,2026-07-23T13:55:00,ECONOMY,O,95,116.35
18507,AOR,SIN,SQ,MYR,B737-8,2026-07-23T15:20:00,2026-07-23T17:00:00,ECONOMY,O,100,384.62
18508,SIN,AOR,SQ,SGD,B737-8,2026-07-24T12:20:00,2026-07-24T13:55:00,ECONOMY,O,95,119.42
18509,AOR,SIN,SQ,MYR,B737-8,2026-07-24T15:20:00,2026-07-24T17:00:00,ECONOMY,O,100,394.75
18510,SIN,AOR,SQ,SGD,B737-8,2026-07-25T12:20:00,2026-07-25T13:55:00,ECONOMY,O,95,124.84
18511,AOR,SIN,SQ,MYR,B737-8,2026-07-25T15:20:00,2026-07-25T17:00:00,ECONOMY,O,100,412.69
18512,SIN,AOR,SQ,SGD,B737-8,2026-07-26T12:20:00,2026-07-26T13:55:00,ECONOMY,O,95,123.19
18513,AOR,SIN,SQ,MYR,B737-8,2026-07-26T15:20:00,2026-07-26T17:00:00,ECONOMY,O,100,407.24
18514,SIN,AOR,SQ,SGD,B737-8,2026-07-27T12:20:00,2026-07-27T13:55:00,ECONOMY,O,95,113.28
18515,AOR,SIN,SQ,MYR,B737-8,2026-07-27T15:20:00,2026-07-27T17:00:00,ECONOMY,O,100,374.47
18516,SIN,AOR,SQ,SGD,B737-8,2026-07-28T12:20:00,2026-07-28T13:55:00,ECONOMY,O,95,118.71
18517,AOR,SIN,SQ,MYR,B737-8,2026-07-28T15:20:00,2026-07-28T17:00:00,ECONOMY,O,100,392.41
18518,SIN,AOR,SQ,SGD,B737-8,2026-07-29T12:20:00,2026-07-29T13:55:00,ECONOMY,O,95,121.78
18519,AOR,SIN,SQ,MYR,B737-8,2026-07-29T15:20:00,2026-07-29T17:00:00,ECONOMY,O,100,402.56
18520,SIN,AOR,SQ,SGD,B737-8,2026-07-30T12:20:00,2026-07-30T13:55:00,ECONOMY,O,95,121.30
18521,AOR,SIN,SQ,MYR,B737-8,2026-07-30T15:20:00,2026-07-30T17:00:00,ECONOMY,O,100,401.01
18522,SIN,AOR,SQ,SGD,B737-8,2026-07-31T12:20:00,2026-07-31T13:55:00,ECONOMY,O,95,124.37
18523,AOR,SIN,SQ,MYR,B737-8,2026-07-31T15:20:00,2026-07-31T17:00:00,ECONOMY,O,100,411.13
18524,SIN,AOR,SQ,SGD,B737-8,2026-08-01T12:20:00,2026-08-01T13:55:00,ECONOMY,O,95,123.43
18525,AOR,SIN,SQ,MYR,B737-8,2026-08-01T15:20:00,2026-08-01T17:00:00,ECONOMY,O,100,408.02
18526,SIN,AOR,SQ,SGD,B737-8,2026-08-02T12:20:00,2026-08-02T13:55:00,ECONOMY,O,95,121.78
18527,AOR,SIN,SQ,MYR,B737-8,2026-08-02T15:20:00,2026-08-02T17:00:00,ECONOMY,O,100,402.56
18528,SIN,AOR,SQ,SGD,B737-8,2026-08-03T12:20:00,2026-08-03T13:55:00,ECONOMY,O,95,111.86
18529,AOR,SIN,SQ,MYR,B737-8,2026-08-03T15:20:00,2026-08-03T17:00:00,ECONOMY,O,100,369.80
18530,SIN,AOR,SQ,SGD,B737-8,2026-08-04T12:20:00,2026-08-04T13:55:00,ECONOMY,O,95,117.29
18531,AOR,SIN,SQ,MYR,B737-8,2026-08-04T15:20:00,2026-08-04T17:00:00,ECONOMY,O,100,387.74
18532,SIN,AOR,SQ,SGD,B737-8,2026-08-05T12:20:00,2026-08-05T13:55:00,ECONOMY,O,95,120.36
18533,AOR,SIN,SQ,MYR,B737-8,2026-08-05T15:20:00,2026-08-05T17:00:00,ECONOMY,O,100,397.86
18534,SIN,AOR,SQ,SGD,B737-8,2026-08-06T12:20:00,2026-08-06T13:55:00,ECONOMY,O,95,119.89
18535,AOR,SIN,SQ,MYR,B737-8,2026-08-06T15:20:00,2026-08-06T17:00:00,ECONOMY,O,100,396.30
18536,SIN,AOR,SQ,SGD,B737-8,2026-08-07T12:20:00,2026-08-07T13:55:00,ECONOMY,O,95,122.96
18537,AOR,SIN,SQ,MYR,B737-8,2026-08-07T15:20:00,2026-08-07T17:00:00,ECONOMY,O,100,406.46
18538,SIN,AOR,SQ,SGD,B737-8,2026-08-08T12:20:00,2026-08-08T13:55:00,ECONOMY,O,95,128.38
18539,AOR,SIN,SQ,MYR,B737-8,2026-08-08T15:20:00,2026-08-08T17:00:00,ECONOMY,O,100,424.40
18540,SIN,AOR,SQ,SGD,B737-8,2026-08-09T12:20:00,2026-08-09T13:55:00,ECONOMY,O,95,126.73
18541,AOR,SIN,SQ,MYR,B737-8,2026-08-09T15:20:00,2026-08-09T17:00:00,ECONOMY,O,100,418.95
18542,SIN,AOR,SQ,SGD,B737-8,2026-08-10T12:20:00,2026-08-10T13:55:00,ECONOMY,O,95,110.45
18543,AOR,SIN,SQ,MYR,B737-8,2026-08-10T15:20:00,2026-08-10T17:00:00,ECONOMY,O,100,365.10
18544,SIN,AOR,SQ,SGD,B737-8,2026-08-11T12:20:00,2026-08-11T13:55:00,ECONOMY,O,95,115.88
18545,AOR,SIN,SQ,MYR,B737-8,2026-08-11T15:20:00,2026-08-11T17:00:00,ECONOMY,O,100,383.07
18546,SIN,AOR,SQ,SGD,B737-8,2026-08-12T12:20:00,2026-08-12T13:55:00,ECONOMY,O,95,118.94
18547,AOR,SIN,SQ,MYR,B737-8,2026-08-12T15:20:00,2026-08-12T17:00:00,ECONOMY,O,100,393.19
18548,SIN,AOR,SQ,SGD,B737-8,2026-08-13T12:20:00,2026-08-13T13:55:00,ECONOMY,O,95,118.47
18549,AOR,SIN,SQ,MYR,B737-8,2026-08-13T15:20:00,2026-08-13T17:00:00,ECONOMY,O,100,391.63
18550,SIN,AOR,SQ,SGD,B737-8,2026-08-14T12:20:00,2026-08-14T13:55:00,ECONOMY,O,95,121.54
18551,AOR,SIN,SQ,MYR,B737-8,2026-08-14T15:20:00,2026-08-14T17:00:00,ECONOMY,O,100,401.79
18552,SIN,AOR,SQ,SGD,B737-8,2026-08-15T12:20:00,2026-08-15T13:55:00,ECONOMY,O,95,126.97
18553,AOR,SIN,SQ,MYR,B737-8,2026-08-15T15:20:00,2026-08-15T17:00:00,ECONOMY,O,100,419.73
18554,SIN,AOR,SQ,SGD,B737-8,2026-08-16T12:20:00,2026-08-16T13:55:00,ECONOMY,O,95,125.32
18555,AOR,SIN,SQ,MYR,B737-8,2026-08-16T15:20:00,2026-08-16T17:00:00,ECONOMY,O,100,414.24
18556,SIN,AOR,SQ,SGD,B737-8,2026-08-17T12:20:00,2026-08-17T13:55:00,ECONOMY,O,95,115.40
18557,AOR,SIN,SQ,MYR,B737-8,2026-08-17T15:20:00,2026-08-17T17:00:00,ECONOMY,O,100,381.48
18558,SIN,AOR,SQ,SGD,B737-8,2026-08-18T12:20:00,2026-08-18T13:55:00,ECONOMY,O,95,120.83
