f_departure_airport_code,f_destination_airport_code,f_airline_code,f_currency_code,f_aircraft_code,f_departure_date,f_arrival_date,f_cabin_class,f_trip_type,f_flight_duration,f_total_amount_fare_total,f_num_of_last_seats
TPS,SIN,SQ,EUR,A350-900,2026-06-01T10:05:00,2026-06-01T23:00:00,ECONOMY,O,775,328.48,152
SIN,TPS,SQ,SGD,A350-900,2026-06-02T23:10:00,2026-06-03T12:35:00,ECONOMY,O,805,489.05,404
TPS,SIN,SQ,EUR,A350-900,2026-06-02T10:05:00,2026-06-02T23:00:00,ECONOMY,O,775,344.42,120
SIN,TPS,SQ,SGD,A350-900,2026-06-03T23:10:00,2026-06-04T12:35:00,ECONOMY,O,805,501.84,99
TPS,SIN,SQ,EUR,A350-900,2026-06-03T10:05:00,2026-06-03T23:00:00,ECONOMY,O,775,353.43,260
SIN,TPS,SQ,SGD,A350-900,2026-06-04T23:10:00,2026-06-05T12:35:00,ECONOMY,O,805,499.87,289
TPS,SIN,SQ,EUR,A350-900,2026-06-04T10:05:00,2026-06-04T23:00:00,ECONOMY,O,775,352.04,342
SIN,TPS,SQ,SGD,A350-900,2026-06-05T23:10:00,2026-06-06T12:35:00,ECONOMY,O,805,512.66,233
TPS,SIN,SQ,EUR,A350-900,2026-06-05T10:05:00,2026-06-05T23:00:00,ECONOMY,O,775,361.05,110
SIN,TPS,SQ,SGD,A350-900,2026-06-06T23:10:00,2026-06-07T12:35:00,ECONOMY,O,805,535.3,141
TPS,SIN,SQ,EUR,A350-900,2026-06-06T10:05:00,2026-06-06T23:00:00,ECONOMY,O,775,377.0,22
SIN,TPS,SQ,SGD,A350-900,2026-06-07T23:10:00,2026-06-08T12:35:00,ECONOMY,O,805,528.41,466
TPS,SIN,SQ,EUR,A350-900,2026-06-07T10:05:00,2026-06-07T23:00:00,ECONOMY,O,775,372.14,450
SIN,TPS,SQ,SGD,A350-900,2026-06-08T23:10:00,2026-06-09T12:35:00,ECONOMY,O,805,460.51,107
TPS,SIN,SQ,EUR,A350-900,2026-06-08T10:05:00,2026-06-08T23:00:00,ECONOMY,O,775,324.32,129
SIN,TPS,SQ,SGD,A350-900,2026-06-09T23:10:00,2026-06-10T12:35:00,ECONOMY,O,805,483.14,302
TPS,SIN,SQ,EUR,A350-900,2026-06-09T10:05:00,2026-06-09T23:00:00,ECONOMY,O,775,340.26,313
SIN,TPS,SQ,SGD,A350-900,2026-06-10T23:10:00,2026-06-11T12:35:00,ECONOMY,O,805,495.94,208
TPS,SIN,SQ,EUR,A350-900,2026-06-10T10:05:00,2026-06-10T23:00:00,ECONOMY,O,775,349.27,10
SIN,TPS,SQ,SGD,A350-900,2026-06-11T23:10:00,2026-06-12T12:35:00,ECONOMY,O,805,493.97,69
TPS,SIN,SQ,EUR,A350-900,2026-06-11T10:05:00,2026-06-11T23:00:00,ECONOMY,O,775,347.89,259
SIN,TPS,SQ,SGD,A350-900,2026-06-12T23:10:00,2026-06-13T12:35:00,ECONOMY,O,805,506.76,149
TPS,SIN,SQ,EUR,A350-900,2026-06-12T10:05:00,2026-06-12T23:00:00,ECONOMY,O,775,356.89,158
SIN,TPS,SQ,SGD,A350-900,2026-06-13T23:10:00,2026-06-14T12:35:00,ECONOMY,O,805,529.39,404
TPS,SIN,SQ,EUR,A350-900,2026-06-13T10:05:00,2026-06-13T23:00:00,ECONOMY,O,775,372.83,53
SIN,TPS,SQ,SGD,A350-900,2026-06-14T23:10:00,2026-06-15T12:35:00,ECONOMY,O,805,522.5,380
TPS,SIN,SQ,EUR,A350-900,2026-06-14T10:05:00,2026-06-14T23:00:00,ECONOMY,O,775,367.98,195
SIN,TPS,SQ,SGD,A350-900,2026-06-15T23:10:00,2026-06-16T12:35:00,ECONOMY,O,805,481.18,117
TPS,SIN,SQ,EUR,A350-900,2026-06-15T10:05:00,2026-06-15T23:00:00,ECONOMY,O,775,338.88,53
SIN,TPS,SQ,SGD,A350-900,2026-06-16T23:10:00,2026-06-17T12:35:00,ECONOMY,O,805,503.81,87
TPS,SIN,SQ,EUR,A350-900,2026-06-16T10:05:00,2026-06-16T23:00:00,ECONOMY,O,775,354.82,235
SIN,TPS,SQ,SGD,A350-900,2026-06-17T23:10:00,2026-06-18T12:35:00,ECONOMY,O,805,490.03,171
TPS,SIN,SQ,EUR,A350-900,2026-06-17T10:05:00,2026-06-17T23:00:00,ECONOMY,O,775,345.11,290
SIN,TPS,SQ,SGD,A350-900,2026-06-18T23:10:00,2026-06-19T12:35:00,ECONOMY,O,805,488.06,262
TPS,SIN,SQ,EUR,A350-900,2026-06-18T10:05:00,2026-06-18T23:00:00,ECONOMY,O,775,343.73,141
SIN,TPS,SQ,SGD,A350-900,2026-06-19T23:10:00,2026-06-20T12:35:00,ECONOMY,O,805,500.86,457
TPS,SIN,SQ,EUR,A350-900,2026-06-19T10:05:00,2026-06-19T23:00:00,ECONOMY,O,775,352.74,381
SIN,TPS,SQ,SGD,A350-900,2026-06-20T23:10:00,2026-06-21T12:35:00,ECONOMY,O,805,523.49,384
TPS,SIN,SQ,EUR,A350-900,2026-06-20T10:05:00,2026-06-20T23:00:00,ECONOMY,O,775,368.68,483
SIN,TPS,SQ,SGD,A350-900,2026-06-21T23:10:00,2026-06-22T12:35:00,ECONOMY,O,805,516.6,153
TPS,SIN,SQ,EUR,A350-900,2026-06-21T10:05:00,2026-06-21T23:00:00,ECONOMY,O,775,363.83,275
SIN,TPS,SQ,SGD,A350-900,2026-06-22T23:10:00,2026-06-23T12:35:00,ECONOMY,O,805,475.27,118
TPS,SIN,SQ,EUR,A350-900,2026-06-22T10:05:00,2026-06-22T23:00:00,ECONOMY,O,775,334.72,203
SIN,TPS,SQ,SGD,A350-900,2026-06-23T23:10:00,2026-06-24T12:35:00,ECONOMY,O,805,497.9,44
TPS,SIN,SQ,EUR,A350-900,2026-06-23T10:05:00,2026-06-23T23:00:00,ECONOMY,O,775,350.66,476
SIN,TPS,SQ,SGD,A350-900,2026-06-24T23:10:00,2026-06-25T12:35:00,ECONOMY,O,805,510.7,399
TPS,SIN,SQ,EUR,A350-900,2026-06-24T10:05:00,2026-06-24T23:00:00,ECONOMY,O,775,359.67,284
SIN,TPS,SQ,SGD,A350-900,2026-06-25T23:10:00,2026-06-26T12:35:00,ECONOMY,O,805,508.73,196
TPS,SIN,SQ,EUR,A350-900,2026-06-25T10:05:00,2026-06-25T23:00:00,ECONOMY,O,775,358.28,446
SIN,TPS,SQ,SGD,A350-900,2026-06-26T23:10:00,2026-06-27T12:35:00,ECONOMY,O,805,494.95,252
TPS,SIN,SQ,EUR,A350-900,2026-06-26T10:05:00,2026-06-26T23:00:00,ECONOMY,O,775,348.58,273
SIN,TPS,SQ,SGD,A350-900,2026-06-27T23:10:00,2026-06-28T12:35:00,ECONOMY,O,805,517.58,471
TPS,SIN,SQ,EUR,A350-900,2026-06-27T10:05:00,2026-06-27T23:00:00,ECONOMY,O,775,364.52,19
SIN,TPS,SQ,SGD,A350-900,2026-06-28T23:10:00,2026-06-29T12:35:00,ECONOMY,O,805,510.7,460
TPS,SIN,SQ,EUR,A350-900,2026-06-28T10:05:00,2026-06-28T23:00:00,ECONOMY,O,775,359.67,175
SIN,TPS,SQ,SGD,A350-900,2026-06-29T23:10:00,2026-06-30T12:35:00,ECONOMY,O,805,469.37,38
TPS,SIN,SQ,EUR,A350-900,2026-06-29T10:05:00,2026-06-29T23:00:00,ECONOMY,O,775,330.56,280
SIN,TPS,SQ,SGD,A350-900,2026-06-30T23:10:00,2026-07-01T12:35:00,ECONOMY,O,805,492.0,96
TPS,SIN,SQ,EUR,A350-900,2026-06-30T10:05:00,2026-06-30T23:00:00,ECONOMY,O,775,346.5,32
SIN,TPS,SQ,SGD,A350-900,2026-07-01T23:10:00,2026-07-02T12:35:00,ECONOMY,O,805,504.79,219
TPS,SIN,SQ,EUR,A350-900,2026-07-01T10:05:00,2026-07-01T23:00:00,ECONOMY,O,775,355.51,55
SIN,TPS,SQ,SGD,A350-900,2026-07-02T23:10:00,2026-07-03T12:35:00,ECONOMY,O,805,502.82,476
TPS,SIN,SQ,EUR,A350-900,2026-07-02T10:05:00,2026-07-02T23:00:00,ECONOMY,O,775,354.13,37
SIN,TPS,SQ,SGD,A350-900,2026-07-03T23:10:00,2026-07-04T12:35:00,ECONOMY,O,805,515.62,35
TPS,SIN,SQ,EUR,A350-900,2026-07-03T10:05:00,2026-07-03T23:00:00,ECONOMY,O,775,363.13,275
SIN,TPS,SQ,SGD,A350-900,2026-07-04T23:10:00,2026-07-05T12:35:00,ECONOMY,O,805,538.25,184
TPS,SIN,SQ,EUR,A350-900,2026-07-04T10:05:00,2026-07-04T23:00:00,ECONOMY,O,775,379.07,13
SIN,TPS,SQ,SGD,A350-900,2026-07-05T23:10:00,2026-07-06T12:35:00,ECONOMY,O,805,504.79,320
TPS,SIN,SQ,EUR,A350-900,2026-07-05T10:05:00,2026-07-05T23:00:00,ECONOMY,O,775,355.51,331
SIN,TPS,SQ,SGD,A350-900,2026-07-06T23:10:00,2026-07-07T12:35:00,ECONOMY,O,805,463.46,76
TPS,SIN,SQ,EUR,A350-900,2026-07-06T10:05:00,2026-07-06T23:00:00,ECONOMY,O,775,326.41,144
SIN,TPS,SQ,SGD,A350-900,2026-07-07T23:10:00,2026-07-08T12:35:00,ECONOMY,O,805,486.1,64
TPS,SIN,SQ,EUR,A350-900,2026-07-07T10:05:00,2026-07-07T23:00:00,ECONOMY,O,775,342.34,473
SIN,TPS,SQ,SGD,A350-900,2026-07-08T23:10:00,2026-07-09T12:35:00,ECONOMY,O,805,498.89,40
TPS,SIN,SQ,EUR,A350-900,2026-07-08T10:05:00,2026-07-08T23:00:00,ECONOMY,O,775,351.35,83
SIN,TPS,SQ,SGD,A350-900,2026-07-09T23:10:00,2026-07-10T12:35:00,ECONOMY,O,805,496.92,28
TPS,SIN,SQ,EUR,A350-900,2026-07-09T10:05:00,2026-07-09T23:00:00,ECONOMY,O,775,349.97,165
SIN,TPS,SQ,SGD,A350-900,2026-07-10T23:10:00,2026-07-11T12:35:00,ECONOMY,O,805,509.71,346
TPS,SIN,SQ,EUR,A350-900,2026-07-10T10:05:00,2026-07-10T23:00:00,ECONOMY,O,775,358.98,165
SIN,TPS,SQ,SGD,A350-900,2026-07-11T23:10:00,2026-07-12T12:35:00,ECONOMY,O,805,532.34,156
TPS,SIN,SQ,EUR,A350-900,2026-07-11T10:05:00,2026-07-11T23:00:00,ECONOMY,O,775,374.91,494
SIN,TPS,SQ,SGD,A350-900,2026-07-12T23:10:00,2026-07-13T12:35:00,ECONOMY,O,805,525.46,96
TPS,SIN,SQ,EUR,A350-900,2026-07-12T10:05:00,2026-07-12T23:00:00,ECONOMY,O,775,370.06,29
SIN,TPS,SQ,SGD,A350-900,2026-07-13T23:10:00,2026-07-14T12:35:00,ECONOMY,O,805,484.13,278
TPS,SIN,SQ,EUR,A350-900,2026-07-13T10:05:00,2026-07-13T23:00:00,ECONOMY,O,775,340.96,342
SIN,TPS,SQ,SGD,A350-900,2026-07-14T23:10:00,2026-07-15T12:35:00,ECONOMY,O,805,480.19,52
TPS,SIN,SQ,EUR,A350-900,2026-07-14T10:05:00,2026-07-14T23:00:00,ECONOMY,O,775,338.19,404
SIN,TPS,SQ,SGD,A350-900,2026-07-15T23:10:00,2026-07-16T12:35:00,ECONOMY,O,805,492.98,441
TPS,SIN,SQ,EUR,A350-900,2026-07-15T10:05:00,2026-07-15T23:00:00,ECONOMY,O,775,347.19,408
SIN,TPS,SQ,SGD,A350-900,2026-07-16T23:10:00,2026-07-17T12:35:00,ECONOMY,O,805,491.02,410
TPS,SIN,SQ,EUR,A350-900,2026-07-16T10:05:00,2026-07-16T23:00:00,ECONOMY,O,775,345.81,447
SIN,TPS,SQ,SGD,A350-900,2026-07-17T23:10:00,2026-07-18T12:35:00,ECONOMY,O,805,503.81,315
TPS,SIN,SQ,EUR,A350-900,2026-07-17T10:05:00,2026-07-17T23:00:00,ECONOMY,O,775,354.82,37
SIN,TPS,SQ,SGD,A350-900,2026-07-18T23:10:00,2026-07-19T12:35:00,ECONOMY,O,805,526.44,476
TPS,SIN,SQ,EUR,A350-900,2026-07-18T10:05:00,2026-07-18T23:00:00,ECONOMY,O,775,370.76,269
SIN,TPS,SQ,SGD,A350-900,2026-07-19T23:10:00,2026-07-20T12:35:00,ECONOMY,O,805,519.55,31
TPS,SIN,SQ,EUR,A350-900,2026-07-19T10:05:00,2026-07-19T23:00:00,ECONOMY,O,775,365.91,479
SIN,TPS,SQ,SGD,A350-900,2026-07-20T23:10:00,2026-07-21T12:35:00,ECONOMY,O,805,478.22,384
TPS,SIN,SQ,EUR,A350-900,2026-07-20T10:05:00,2026-07-20T23:00:00,ECONOMY,O,775,336.8,110
SIN,TPS,SQ,SGD,A350-900,2026-07-21T23:10:00,2026-07-22T12:35:00,ECONOMY,O,805,500.86,48
TPS,SIN,SQ,EUR,A350-900,2026-07-21T10:05:00,2026-07-21T23:00:00,ECONOMY,O,775,352.74,299
SIN,TPS,SQ,SGD,A350-900,2026-07-22T23:10:00,2026-07-23T12:35:00,ECONOMY,O,805,513.65,362
TPS,SIN,SQ,EUR,A350-900,2026-07-22T10:05:00,2026-07-22T23:00:00,ECONOMY,O,775,361.74,309
SIN,TPS,SQ,SGD,A350-900,2026-07-23T23:10:00,2026-07-24T12:35:00,ECONOMY,O,805,485.11,179
TPS,SIN,SQ,EUR,A350-900,2026-07-23T10:05:00,2026-07-23T23:00:00,ECONOMY,O,775,341.65,305
SIN,TPS,SQ,SGD,A350-900,2026-07-24T23:10:00,2026-07-25T12:35:00,ECONOMY,O,805,497.9,362
TPS,SIN,SQ,EUR,A350-900,2026-07-24T10:05:00,2026-07-24T23:00:00,ECONOMY,O,775,350.66,405
SIN,TPS,SQ,SGD,A350-900,2026-07-25T23:10:00,2026-07-26T12:35:00,ECONOMY,O,805,520.54,139
TPS,SIN,SQ,EUR,A350-900,2026-07-25T10:05:00,2026-07-25T23:00:00,ECONOMY,O,775,366.6,165
SIN,TPS,SQ,SGD,A350-900,2026-07-26T23:10:00,2026-07-27T12:35:00,ECONOMY,O,805,513.65,83
TPS,SIN,SQ,EUR,A350-900,2026-07-26T10:05:00,2026-07-26T23:00:00,ECONOMY,O,775,361.74,351
SIN,TPS,SQ,SGD,A350-900,2026-07-27T23:10:00,2026-07-28T12:35:00,ECONOMY,O,805,472.32,474
TPS,SIN,SQ,EUR,A350-900,2026-07-27T10:05:00,2026-07-27T23:00:00,ECONOMY,O,775,332.64,99
SIN,TPS,SQ,SGD,A350-900,2026-07-28T23:10:00,2026-07-29T12:35:00,ECONOMY,O,805,494.95,76
TPS,SIN,SQ,EUR,A350-900,2026-07-28T10:05:00,2026-07-28T23:00:00,ECONOMY,O,775,348.58,464
SIN,TPS,SQ,SGD,A350-900,2026-07-29T23:10:00,2026-07-30T12:35:00,ECONOMY,O,805,507.74,245
TPS,SIN,SQ,EUR,A350-900,2026-07-29T10:05:00,2026-07-29T23:00:00,ECONOMY,O,775,357.59,209
SIN,TPS,SQ,SGD,A350-900,2026-07-30T23:10:00,2026-07-31T12:35:00,ECONOMY,O,805,505.78,477
TPS,SIN,SQ,EUR,A350-900,2026-07-30T10:05:00,2026-07-30T23:00:00,ECONOMY,O,775,356.2,341
SIN,TPS,SQ,SGD,A350-900,2026-07-31T23:10:00,2026-08-01T12:35:00,ECONOMY,O,805,518.57,236
TPS,SIN,SQ,EUR,A350-900,2026-07-31T10:05:00,2026-07-31T23:00:00,ECONOMY,O,775,365.21,474
SIN,TPS,SQ,SGD,A350-900,2026-08-01T23:10:00,2026-08-02T12:35:00,ECONOMY,O,805,514.63,357
TPS,SIN,SQ,EUR,A350-900,2026-08-01T10:05:00,2026-08-01T23:00:00,ECONOMY,O,775,362.44,242
SIN,TPS,SQ,SGD,A350-900,2026-08-02T23:10:00,2026-08-03T12:35:00,ECONOMY,O,805,507.74,275
TPS,SIN,SQ,EUR,A350-900,2026-08-02T10:05:00,2026-08-02T23:00:00,ECONOMY,O,775,357.59,95
SIN,TPS,SQ,SGD,A350-900,2026-08-03T23:10:00,2026-08-04T12:35:00,ECONOMY,O,805,466.42,111
TPS,SIN,SQ,EUR,A350-900,2026-08-03T10:05:00,2026-08-03T23:00:00,ECONOMY,O,775,328.48,450
SIN,TPS,SQ,SGD,A350-900,2026-08-04T23:10:00,2026-08-05T12:35:00,ECONOMY,O,805,489.05,490
TPS,SIN,SQ,EUR,A350-900,2026-08-04T10:05:00,2026-08-04T23:00:00,ECONOMY,O,775,344.42,223
SIN,TPS,SQ,SGD,A350-900,2026-08-05T23:10:00,2026-08-06T12:35:00,ECONOMY,O,805,501.84,117
TPS,SIN,SQ,EUR,A350-900,2026-08-05T10:05:00,2026-08-05T23:00:00,ECONOMY,O,775,353.43,174
SIN,TPS,SQ,SGD,A350-900,2026-08-06T23:10:00,2026-08-07T12:35:00,ECONOMY,O,805,499.87,470
TPS,SIN,SQ,EUR,A350-900,2026-08-06T10:05:00,2026-08-06T23:00:00,ECONOMY,O,775,352.04,100
SIN,TPS,SQ,SGD,A350-900,2026-08-07T23:10:00,2026-08-08T12:35:00,ECONOMY,O,805,512.66,201
TPS,SIN,SQ,EUR,A350-900,2026-08-07T10:05:00,2026-08-07T23:00:00,ECONOMY,O,775,361.05,344
SIN,TPS,SQ,SGD,A350-900,2026-08-08T23:10:00,2026-08-09T12:35:00,ECONOMY,O,805,535.3,95
TPS,SIN,SQ,EUR,A350-900,2026-08-08T10:05:00,2026-08-08T23:00:00,ECONOMY,O,775,377.0,231
SIN,TPS,SQ,SGD,A350-900,2026-08-09T23:10:00,2026-08-10T12:35:00,ECONOMY,O,805,528.41,372
TPS,SIN,SQ,EUR,A350-900,2026-08-09T10:05:00,2026-08-09T23:00:00,ECONOMY,O,775,372.14,433
SIN,TPS,SQ,SGD,A350-900,2026-08-10T23:10:00,2026-08-11T12:35:00,ECONOMY,O,805,460.51,110
TPS,SIN,SQ,EUR,A350-900,2026-08-10T10:05:00,2026-08-10T23:00:00,ECONOMY,O,775,324.32,235
SIN,TPS,SQ,SGD,A350-900,2026-08-11T23:10:00,2026-08-12T12:35:00,ECONOMY,O,805,483.14,373
TPS,SIN,SQ,EUR,A350-900,2026-08-11T10:05:00,2026-08-11T23:00:00,ECONOMY,O,775,340.26,69
SIN,TPS,SQ,SGD,A350-900,2026-08-12T23:10:00,2026-08-13T12:35:00,ECONOMY,O,805,495.94,491
TPS,SIN,SQ,EUR,A350-900,2026-08-12T10:05:00,2026-08-12T23:00:00,ECONOMY,O,775,349.27,259
SIN,TPS,SQ,SGD,A350-900,2026-08-13T23:10:00,2026-08-14T12:35:00,ECONOMY,O,805,493.97,57
TPS,SIN,SQ,EUR,A350-900,2026-08-13T10:05:00,2026-08-13T23:00:00,ECONOMY,O,775,347.89,126
SIN,TPS,SQ,SGD,A350-900,2026-08-14T23:10:00,2026-08-15T12:35:00,ECONOMY,O,805,506.76,236
TPS,SIN,SQ,EUR,A350-900,2026-08-14T10:05:00,2026-08-14T23:00:00,ECONOMY,O,775,356.89,371
SIN,TPS,SQ,SGD,A350-900,2026-08-15T23:10:00,2026-08-16T12:35:00,ECONOMY,O,805,529.39,412
TPS,SIN,SQ,EUR,A350-900,2026-08-15T10:05:00,2026-08-15T23:00:00,ECONOMY,O,775,372.83,465
SIN,TPS,SQ,SGD,A350-900,2026-08-16T23:10:00,2026-08-17T12:35:00,ECONOMY,O,805,522.5,496
TPS,SIN,SQ,EUR,A350-900,2026-08-16T10:05:00,2026-08-16T23:00:00,ECONOMY,O,775,367.98,42
SIN,TPS,SQ,SGD,A350-900,2026-08-17T23:10:00,2026-08-18T12:35:00,ECONOMY,O,805,481.18,53
TPS,SIN,SQ,EUR,A350-900,2026-08-17T10:05:00,2026-08-17T23:00:00,ECONOMY,O,775,338.88,485
SIN,TPS,SQ,SGD,A350-900,2026-08-18T23:10:00,2026-08-19T12:35:00,ECONOMY,O,805,503.81,174
TPS,SIN,SQ,EUR,A350-900,2026-08-18T10:05:00,2026-08-18T23:00:00,ECONOMY,O,775,354.82,377
SIN,TPS,SQ,SGD,A350-900,2026-08-19T23:10:00,2026-08-20T12:35:00,ECONOMY,O,805,490.03,354
TPS,SIN,SQ,EUR,A350-900,2026-08-19T10:05:00,2026-08-19T23:00:00,ECONOMY,O,775,345.11,301
SIN,TPS,SQ,SGD,A350-900,2026-08-20T23:10:00,2026-08-21T12:35:00,ECONOMY,O,805,488.06,346
TPS,SIN,SQ,EUR,A350-900,2026-08-20T10:05:00,2026-08-20T23:00:00,ECONOMY,O,775,343.73,353
SIN,TPS,SQ,SGD,A350-900,2026-08-21T23:10:00,2026-08-22T12:35:00,ECONOMY,O,805,500.86,414
TPS,SIN,SQ,EUR,A350-900,2026-08-21T10:05:00,2026-08-21T23:00:00,ECONOMY,O,775,352.74,395
SIN,TPS,SQ,SGD,A350-900,2026-08-22T23:10:00,2026-08-23T12:35:00,ECONOMY,O,805,523.49,296
TPS,SIN,SQ,EUR,A350-900,2026-08-22T10:05:00,2026-08-22T23:00:00,ECONOMY,O,775,368.68,373
SIN,TPS,SQ,SGD,A350-900,2026-08-23T23:10:00,2026-08-24T12:35:00,ECONOMY,O,805,516.6,234
TPS,SIN,SQ,EUR,A350-900,2026-08-23T10:05:00,2026-08-23T23:00:00,ECONOMY,O,775,363.83,295
SIN,TPS,SQ,SGD,A350-900,2026-08-24T23:10:00,2026-08-25T12:35:00,ECONOMY,O,805,475.27,213
TPS,SIN,SQ,EUR,A350-900,2026-08-24T10:05:00,2026-08-24T23:00:00,ECONOMY,O,775,334.72,181
SIN,TPS,SQ,SGD,A350-900,2026-08-25T23:10:00,2026-08-26T12:35:00,ECONOMY,O,805,497.9,21
TPS,SIN,SQ,EUR,A350-900,2026-08-25T10:05:00,2026-08-25T23:00:00,ECONOMY,O,775,350.66,316
SIN,TPS,SQ,SGD,A350-900,2026-08-26T23:10:00,2026-08-27T12:35:00,ECONOMY,O,805,510.7,130
TPS,SIN,SQ,EUR,A350-900,2026-08-26T10:05:00,2026-08-26T23:00:00,ECONOMY,O,775,359.67,442
SIN,TPS,SQ,SGD,A350-900,2026-08-27T23:10:00,2026-08-28T12:35:00,ECONOMY,O,805,508.73,253
TPS,SIN,SQ,EUR,A350-900,2026-08-27T10:05:00,2026-08-27T23:00:00,ECONOMY,O,775,358.28,161
SIN,TPS,SQ,SGD,A350-900,2026-08-28T23:10:00,2026-08-29T12:35:00,ECONOMY,O,805,494.95,161
TPS,SIN,SQ,EUR,A350-900,2026-08-28T10:05:00,2026-08-28T23:00:00,ECONOMY,O,775,348.58,197
SIN,TPS,SQ,SGD,A350-900,2026-08-29T23:10:00,2026-08-30T12:35:00,ECONOMY,O,805,517.58,404
TPS,SIN,SQ,EUR,A350-900,2026-08-29T10:05:00,2026-08-29T23:00:00,ECONOMY,O,775,364.52,22
SIN,OLB,SQ,SGD,A350-900,2026-05-30T23:05:00,2026-05-31T12:25:00,ECONOMY,O,800,524.05,100
OLB,SIN,SQ,EUR,A350-900,2026-05-30T09:55:00,2026-05-30T22:45:00,ECONOMY,O,770,368.1,209
SIN,OLB,SQ,SGD,A350-900,2026-05-31T23:05:00,2026-06-01T12:25:00,ECONOMY,O,800,517.03,83
OLB,SIN,SQ,EUR,A350-900,2026-05-31T09:55:00,2026-05-31T22:45:00,ECONOMY,O,770,363.18,265
SIN,OLB,SQ,SGD,A350-900,2026-06-01T23:05:00,2026-06-02T12:25:00,ECONOMY,O,800,474.95,465
OLB,SIN,SQ,EUR,A350-900,2026-06-01T09:55:00,2026-06-01T22:45:00,ECONOMY,O,770,333.62,457
SIN,OLB,SQ,SGD,A350-900,2026-06-02T23:05:00,2026-06-03T12:25:00,ECONOMY,O,800,497.99,285
OLB,SIN,SQ,EUR,A350-900,2026-06-02T09:55:00,2026-06-02T22:45:00,ECONOMY,O,770,349.8,337
SIN,OLB,SQ,SGD,A350-900,2026-06-03T23:05:00,2026-06-04T12:25:00,ECONOMY,O,800,511.02,338
OLB,SIN,SQ,EUR,A350-900,2026-06-03T09:55:00,2026-06-03T22:45:00,ECONOMY,O,770,358.95,80
SIN,OLB,SQ,SGD,A350-900,2026-06-04T23:05:00,2026-06-05T12:25:00,ECONOMY,O,800,509.02,87
OLB,SIN,SQ,EUR,A350-900,2026-06-04T09:55:00,2026-06-04T22:45:00,ECONOMY,O,770,357.54,293
SIN,OLB,SQ,SGD,A350-900,2026-06-05T23:05:00,2026-06-06T12:25:00,ECONOMY,O,800,522.04,139
OLB,SIN,SQ,EUR,A350-900,2026-06-05T09:55:00,2026-06-05T22:45:00,ECONOMY,O,770,366.7,386
SIN,OLB,SQ,SGD,A350-900,2026-06-06T23:05:00,2026-06-07T12:25:00,ECONOMY,O,800,545.09,52
OLB,SIN,SQ,EUR,A350-900,2026-06-06T09:55:00,2026-06-06T22:45:00,ECONOMY,O,770,382.89,17
SIN,OLB,SQ,SGD,A350-900,2026-06-07T23:05:00,2026-06-08T12:25:00,ECONOMY,O,800,538.07,22
OLB,SIN,SQ,EUR,A350-900,2026-06-07T09:55:00,2026-06-07T22:45:00,ECONOMY,O,770,377.95,222
SIN,OLB,SQ,SGD,A350-900,2026-06-08T23:05:00,2026-06-09T12:25:00,ECONOMY,O,800,468.94,120
OLB,SIN,SQ,EUR,A350-900,2026-06-08T09:55:00,2026-06-08T22:45:00,ECONOMY,O,770,329.39,485
SIN,OLB,SQ,SGD,A350-900,2026-06-09T23:05:00,2026-06-10T12:25:00,ECONOMY,O,800,491.98,300
OLB,SIN,SQ,EUR,A350-900,2026-06-09T09:55:00,2026-06-09T22:45:00,ECONOMY,O,770,345.58,32
SIN,OLB,SQ,SGD,A350-900,2026-06-10T23:05:00,2026-06-11T12:25:00,ECONOMY,O,800,505.01,311
OLB,SIN,SQ,EUR,A350-900,2026-06-10T09:55:00,2026-06-10T22:45:00,ECONOMY,O,770,354.73,263
SIN,OLB,SQ,SGD,A350-900,2026-06-11T23:05:00,2026-06-12T12:25:00,ECONOMY,O,800,503.0,24
OLB,SIN,SQ,EUR,A350-900,2026-06-11T09:55:00,2026-06-11T22:45:00,ECONOMY,O,770,353.32,139
SIN,OLB,SQ,SGD,A350-900,2026-06-12T23:05:00,2026-06-13T12:25:00,ECONOMY,O,800,516.03,70
OLB,SIN,SQ,EUR,A350-900,2026-06-12T09:55:00,2026-06-12T22:45:00,ECONOMY,O,770,362.48,124
SIN,OLB,SQ,SGD,A350-900,2026-06-13T23:05:00,2026-06-14T12:25:00,ECONOMY,O,800,539.08,469
OLB,SIN,SQ,EUR,A350-900,2026-06-13T09:55:00,2026-06-13T22:45:00,ECONOMY,O,770,378.66,329
SIN,OLB,SQ,SGD,A350-900,2026-06-14T23:05:00,2026-06-15T12:25:00,ECONOMY,O,800,532.06,317
OLB,SIN,SQ,EUR,A350-900,2026-06-14T09:55:00,2026-06-14T22:45:00,ECONOMY,O,770,373.73,429
SIN,OLB,SQ,SGD,A350-900,2026-06-15T23:05:00,2026-06-16T12:25:00,ECONOMY,O,800,489.98,460
OLB,SIN,SQ,EUR,A350-900,2026-06-15T09:55:00,2026-06-15T22:45:00,ECONOMY,O,770,344.18,334
SIN,OLB,SQ,SGD,A350-900,2026-06-16T23:05:00,2026-06-17T12:25:00,ECONOMY,O,800,513.02,76
OLB,SIN,SQ,EUR,A350-900,2026-06-16T09:55:00,2026-06-16T22:45:00,ECONOMY,O,770,360.36,258
SIN,OLB,SQ,SGD,A350-900,2026-06-17T23:05:00,2026-06-18T12:25:00,ECONOMY,O,800,499.0,184
OLB,SIN,SQ,EUR,A350-900,2026-06-17T09:55:00,2026-06-17T22:45:00,ECONOMY,O,770,350.51,348
